time,battery_current(A),battery_voltage(V),controller_temperature(C),dump_load_current(A),output_current(A),solar_current(A),solar_voltage(V),total_solar_production(Wh),total_wind_turbine_production(Wh),wind_charge_current(A),wind_turbine(RPM),wind_voltage(V)
2020-07-16 21:00:00+03:00,-104.99999999999991,1265.7999999999988,1362.3000000000004,0.0,95.00000000000006,0.0,33.19999999999996,0.0,0.0,0.0,0,0.0
2020-07-16 22:00:00+03:00,-125.99999999999986,1517.9999999999984,1546.8000000000004,0.0,114.00000000000011,0.0,23.99999999999998,0.0,0.0,0.0,0,0.0
2020-07-16 23:00:00+03:00,-125.80000000000003,1490.8000000000002,1445.7999999999993,0.0,112.10000000000011,0.0,24.499999999999982,0.0,0.0,0.0,0,0.0
2020-07-17 00:00:00+03:00,-127.60000000000011,1461.6000000000015,1366.4999999999998,0.0,110.2000000000001,0.0,23.19999999999998,0.0,0.0,0.0,0,0.0
2020-07-17 01:00:00+03:00,-132.00000000000009,1512.0000000000016,1357.5000000000002,0.0,114.00000000000011,0.0,24.09999999999998,0.0,0.0,0.0,0,0.0
2020-07-17 02:00:00+03:00,-132.00000000000009,1507.2999999999988,1321.9000000000003,0.0,114.00000000000011,0.0,23.99999999999998,0.0,0.0,0.0,0,0.0
2020-07-17 03:00:00+03:00,-129.8000000000001,1480.899999999999,1271.900000000001,0.0,112.10000000000011,0.0,23.799999999999983,0.0,0.0,0.0,0,0.0
2020-07-17 04:00:00+03:00,-132.00000000000009,1505.0999999999997,1304.9000000000003,0.0,114.00000000000011,0.0,24.09999999999998,0.0,0.0,0.6,196,87.70000000000002
2020-07-17 05:00:00+03:00,-127.60000000000011,1500.5,1405.7000000000005,0.0,110.2000000000001,0.0,65.60000000000001,0.0,0.0,0.1,36,17.400000000000002
2020-07-17 06:00:00+03:00,2.0000000000000004,1522.4000000000015,1381.1999999999998,0.0,0.0,2.0000000000000004,1450.5999999999995,6.999999999999999,2.2000000000000006,0.1,70,46.19999999999999
2020-07-17 07:00:00+03:00,13.300000000000015,1530.499999999999,1496.4,0.0,0.0,13.200000000000014,1570.6000000000015,181.5,5.999999999999995,0.4,79,41.0
2020-07-17 08:00:00+03:00,20.49999999999999,1537.700000000001,1737.3000000000002,0.0,0.0,20.599999999999987,1581.1999999999982,586.3000000000001,5.999999999999995,0.6,207,143.09999999999997
2020-07-17 09:00:00+03:00,29.20000000000001,1544.1999999999996,1962.3000000000004,0.0,0.0,29.30000000000001,1593.4000000000003,1197.6999999999996,5.999999999999995,0.0,134,61.09999999999999
2020-07-17 10:00:00+03:00,106.80000000000001,1512.8000000000004,2067.1000000000004,0.0,0.0,105.99999999999999,1560.2999999999997,2603.2999999999993,5.799999999999995,1.2,177,94.99999999999997
2020-07-17 11:00:00+03:00,227.49999999999994,1509.7999999999995,2146.6999999999994,0.0,0.0,223.1,1559.9000000000003,7242.099999999999,5.699999999999996,0.5,484,228.50000000000003
2020-07-17 12:00:00+03:00,353.49999999999994,1568.4,2314.9999999999995,0.0,0.0,342.3999999999999,1625.0999999999997,15453.000000000002,46.20000000000002,5.199999999999999,596,273.00000000000006
2020-07-17 13:00:00+03:00,291.29999999999995,1470.6999999999987,2111.1000000000004,0.0,0.0,268.8,1633.3,22160.4,58.600000000000065,3.4000000000000004,294,153.70000000000002
2020-07-17 14:00:00+03:00,106.29999999999998,1631.2999999999997,2409.7999999999993,0.0,0.0,89.19999999999993,2097.2000000000003,31790.399999999994,70.80000000000008,3.4000000000000004,0,19.8
2020-07-17 15:00:00+03:00,44.000000000000014,1566.0,2342.7999999999997,0.0,0.0,36.00000000000001,2057.2,32824.4,69.60000000000008,0.9,0,6.3999999999999995
2020-07-17 16:00:00+03:00,30.099999999999994,1620.0,2466.4000000000005,0.0,0.0,24.499999999999982,2154.9,34938.8,72.00000000000009,6.299999999999999,0,28.6
2020-07-17 17:00:00+03:00,25.49999999999997,1539.0,2208.7,0.0,0.0,19.40000000000002,2089.4,33927.1,68.40000000000008,12.899999999999997,0,45.30000000000001
2020-07-17 18:00:00+03:00,23.199999999999996,1566.0,2126.6000000000004,0.0,0.0,17.900000000000013,2105.6000000000013,35145.19999999998,69.60000000000008,9.299999999999999,0,39.000000000000014
2020-07-17 19:00:00+03:00,17.200000000000006,1617.9000000000008,2050.6000000000004,0.0,0.0,16.700000000000003,1908.399999999999,36942.5,72.00000000000009,4.7,0,27.299999999999994
2020-07-17 20:00:00+03:00,1.6000000000000003,1583.8999999999996,1848.3,0.0,0.0,1.6000000000000003,1465.4000000000005,37196.5,77.49999999999991,2.3000000000000003,32,56.999999999999986
